is_tv_subscriber,is_movie_package_subscriber,subscription_age,bill_avg,reamining_contract,service_failure_count,download_avg,upload_avg,download_over_limit,churn,is_contract
1,0,0.51,16.0,0.0,0,3.5,0.2,0,1,0
0,0,0.43,20.0,0.0,0,44.3,2.4,0,1,0
1,0,1.36,21.0,0.0,0,109.5,9.3,0,1,0
0,0,2.29,11.0,0.0,0,33.9,2.0,0,1,0
1,0,0.25,17.0,0.0,0,13.9,4.3,0,1,0
1,0,2.11,25.0,0.0,0,84.2,3.2,0,1,0
1,0,4.49,20.0,1.57,2,94.8,9.0,0,0,1
1,1,4.25,18.0,0.0,0,60.6,4.4,0,1,0
1,0,1.32,24.0,0.0,0,6.8,1.0,0,1,0
1,1,4.49,21.0,1.66,0,141.2,8.9,0,0,1
1,1,4.48,22.0,0.71,1,5.8,0.3,0,0,1
1,0,0.28,20.0,0.0,0,0.0,0.0,0,1,0
1,0,0.76,35.5,0.0,1,27.9,1.5,0,1,0
0,0,1.79,18.0,0.0,0,2.9,0.5,1,1,0
1,1,4.06,30.0,0.0,0,77.8,4.7,0,1,0
1,1,4.48,20.0,0.92,0,35.1,1.4,0,0,1
1,1,3.29,18.0,0.0,0,62.8,5.8,0,1,0
1,1,1.87,22.0,0.0,0,24.6,7.5,0,1,0
1,0,4.48,22.0,1.41,0,2.3,0.1,0,0,1
0,0,0.61,23.0,0.0,1,5.7,0.7,0,1,0
1,0,2.12,20.0,0.0,0,31.8,2.0,0,1,0
1,0,3.68,35.5,0.0,1,141.2,11.25,0,1,0
0,0,1.04,20.0,0.0,0,12.6,0.6,0,1,0
1,0,2.12,19.0,0.0,0,15.1,1.0,0,1,0
0,0,2.39,22.0,0.0,0,10.4,2.3,0,1,0
1,0,2.37,24.0,0.0,0,20.8,4.9,0,1,0
1,0,4.48,21.0,0.36,0,47.6,5.3,0,0,1
1,0,2.28,16.0,0.0,0,0.0,0.0,0,1,0
1,0,1.19,24.0,0.0,0,10.9,0.7,0,1,0
1,0,1.84,24.0,0.0,0,26.5,2.3,0,1,0
1,1,4.98,17.0,0.0,2,6.1,0.6,0,1,0
1,0,4.48,22.0,0.0,0,68.3,4.9,0,0,0
0,0,4.48,35.5,0.0,1,115.6,6.6,0,0,0
1,0,2.78,24.0,0.0,0,3.7,0.3,0,1,0
0,0,2.39,23.0,0.0,0,30.7,2.4,0,1,0
1,0,4.48,19.0,1.65,0,25.6,0.8,0,0,1
1,0,1.5,24.0,0.0,2,10.7,0.6,0,1,0
1,0,4.48,20.0,0.5,0,17.8,1.0,0,0,1
1,0,4.48,25.0,0.42,0,124.5,11.25,0,0,1
1,0,4.48,20.0,1.41,1,24.3,1.3,0,0,1
1,0,0.92,22.0,0.0,0,6.2,0.6,0,1,0
1,0,5.07,19.0,0.0,1,53.5,4.7,0,1,0
1,1,4.48,16.0,1.57,1,42.3,2.6,0,0,1
1,0,2.69,17.0,0.0,0,32.4,1.8,0,1,0
1,0,2.27,20.0,0.0,0,2.9,1.9,0,1,0
1,0,4.47,22.0,1.41,0,71.1,6.3,0,0,1
1,0,1.15,24.0,0.0,0,8.0,0.4,0,1,0
0,0,0.44,21.0,0.0,0,10.3,0.5,0,1,0
1,0,4.47,21.0,0.19,0,25.4,1.8,0,0,1
1,0,1.37,35.5,0.0,0,21.1,2.2,0,1,0
1,1,4.47,16.0,1.59,0,47.6,2.6,0,0,1
1,1,4.86,35.5,0.0,0,26.6,3.6,0,1,0
0,0,0.67,35.5,0.0,1,100.3,11.25,0,1,0
1,0,4.47,21.0,0.27,0,56.8,4.6,0,0,1
1,1,4.47,22.0,0.07,0,34.7,2.2,0,0,1
0,0,0.39,0.0,0.0,0,2.2,0.3,5,1,0
1,0,2.41,17.0,0.0,1,86.9,4.8,0,1,0
1,0,0.48,35.5,0.0,0,29.2,5.2,0,1,0
1,1,0.29,16.0,0.0,0,0.2,0.0,0,1,0
1,1,1.08,22.0,0.0,0,37.3,5.2,0,1,0
1,0,0.24,17.0,0.0,0,0.0,0.0,0,1,0
1,1,4.47,25.0,0.41,0,22.1,0.9,0,0,1
1,0,4.7,29.0,2.31,0,45.1,3.4,0,1,1
1,1,4.47,14.0,1.57,0,47.7,2.1,0,0,1
1,0,0.52,7.0,0.0,1,6.2,0.4,0,1,0
1,0,3.25,20.0,0.0,0,57.2,10.9,0,1,0
1,1,0.45,29.0,0.0,1,70.4,3.7,2,1,0
1,1,3.28,27.0,0.0,3,20.5,3.4,0,1,0
1,0,4.47,20.0,0.84,0,106.1,5.1,0,0,1
1,0,2.32,35.5,0.0,0,18.2,1.0,0,1,0
1,1,3.99,21.0,0.0,0,45.0,3.4,0,1,0
1,0,3.84,22.0,0.0,0,47.8,11.25,0,1,0
1,0,4.47,21.0,0.23,0,80.0,9.1,0,0,1
1,1,1.74,26.0,0.0,1,21.8,2.0,0,1,0
1,1,1.34,12.0,0.0,0,5.1,0.7,0,1,0
1,1,4.47,20.0,0.04,0,16.4,3.9,0,0,1
1,0,0.99,16.0,0.0,0,4.4,0.5,0,1,0
0,0,1.54,24.0,0.0,4,37.4,2.5,0,1,0
1,0,1.55,24.0,0.0,0,20.8,1.3,0,1,0
1,0,4.47,21.0,0.47,0,49.5,1.2,0,0,1
1,0,2.22,14.0,0.0,0,38.3,1.5,0,1,0
0,0,1.34,12.0,0.0,0,8.2,0.5,0,1,0
0,0,2.03,12.0,0.0,0,0.0,0.0,0,1,0
0,0,3.52,24.0,0.0,0,49.5,2.5,0,1,0
1,1,4.47,27.0,2.06,0,99.5,4.5,0,0,1
1,1,4.47,22.0,1.41,0,135.4,11.25,0,0,1
1,1,0.8,12.0,0.0,1,2.4,0.1,0,1,0
0,0,1.06,35.5,0.0,0,80.2,5.6,0,1,0
1,0,2.2,32.0,0.0,1,11.3,1.4,0,1,0
1,0,1.65,24.0,0.0,1,16.5,1.5,0,1,0
0,0,4.36,14.0,0.0,0,4.4,0.1,0,1,0
1,0,4.47,24.0,0.0,0,37.1,6.0,0,0,0
1,1,4.47,19.0,1.85,0,116.2,11.25,0,0,1
1,0,0.99,21.0,0.0,0,45.4,4.0,0,1,0
1,0,2.99,25.0,0.0,0,13.0,0.8,0,1,0
1,1,4.47,29.0,0.11,0,25.2,1.7,0,0,1
1,0,1.77,14.0,0.0,0,18.4,2.0,0,1,0
0,0,0.88,21.0,0.0,0,37.3,5.7,0,1,0
1,1,4.47,15.0,1.41,0,141.2,8.8,0,0,1
1,1,1.78,24.0,0.0,0,7.9,1.2,0,1,0
1,1,4.47,16.0,1.63,0,62.3,2.4,0,0,1
1,1,4.82,16.0,1.75,0,7.8,0.7,0,1,1
1,1,3.1,19.0,0.0,0,61.2,3.1,0,1,0
1,0,0.48,7.0,0.0,0,11.8,0.9,0,1,0
1,1,4.47,21.0,0.1,6,69.6,5.3,0,0,1
1,1,4.47,21.0,0.12,0,1.2,0.1,0,0,1
0,0,0.41,18.0,0.0,3,127.8,7.7,0,1,0
0,0,1.72,25.0,0.0,2,24.0,1.7,0,1,0
1,1,4.46,20.0,1.51,0,141.2,11.25,0,0,1
1,0,1.94,24.0,0.0,0,12.4,2.8,0,1,0
1,1,4.46,15.0,1.43,0,34.9,1.9,0,0,1
1,1,4.46,12.0,0.41,0,115.1,4.3,0,0,1
1,0,0.64,12.0,0.0,0,3.4,0.3,0,1,0
1,1,4.87,18.0,0.01,1,11.3,0.6,0,1,1
0,0,0.41,10.0,0.0,0,24.0,1.5,0,1,0
1,0,2.17,22.0,0.0,0,45.3,1.1,0,1,0
1,0,0.64,17.0,0.0,0,12.6,1.1,0,1,0
0,0,1.02,22.0,0.0,1,53.3,11.25,0,1,0
1,1,2.0,26.0,0.0,2,13.4,2.3,0,1,0
1,0,1.41,21.0,0.0,1,6.4,0.7,0,1,0
0,0,1.68,5.0,0.0,0,31.3,1.8,3,1,0
1,0,4.46,21.0,0.45,0,141.2,11.25,0,0,1
1,1,0.5,26.0,0.0,0,1.4,0.1,0,1,0
1,0,1.04,35.5,0.0,0,85.2,8.7,0,1,0
0,0,0.89,17.0,0.0,0,3.7,0.1,0,1,0
1,0,4.46,35.5,0.0,0,56.8,4.7,0,0,0
0,0,0.64,19.0,0.0,0,26.3,1.3,0,1,0
1,0,0.36,4.0,0.0,0,10.8,2.1,0,1,0
1,1,2.96,21.0,0.0,0,46.1,1.7,0,1,0
0,0,0.02,3.0,0.0,0,5.9,0.3,0,1,0
1,0,0.92,23.0,0.0,0,7.7,0.7,0,1,0
0,0,1.97,24.0,0.0,0,74.7,6.9,0,1,0
1,1,0.44,6.0,0.0,0,29.9,2.3,0,1,0
1,1,4.45,24.0,0.0,0,16.8,1.9,0,0,0
1,1,5.12,20.0,0.0,0,64.7,2.2,0,1,0
1,0,0.66,34.0,0.0,0,38.3,2.8,0,1,0
1,0,1.55,21.0,0.0,0,65.1,3.3,0,1,0
1,0,4.45,33.0,0.0,0,44.8,2.2,0,0,0
1,0,2.13,26.0,0.0,0,42.3,11.25,0,1,0
0,0,1.02,0.0,0.0,0,0.0,0.0,0,1,0
1,0,1.98,23.0,0.0,0,58.2,5.0,0,1,0
1,0,4.14,22.0,0.0,0,141.2,9.9,0,1,0
1,0,3.23,22.0,0.0,0,61.3,5.4,0,1,0
0,0,1.22,13.0,0.0,0,10.8,0.7,0,1,0
0,0,2.47,20.0,0.0,0,61.7,11.25,0,1,0
1,1,1.94,25.0,0.0,0,3.6,0.4,0,1,0
1,1,4.06,22.0,0.0,0,120.9,11.0,0,1,0
1,0,5.16,35.5,0.28,3,91.0,6.7,0,1,1
1,0,2.1,26.0,0.0,0,56.8,5.1,0,1,0
1,1,1.88,20.0,0.0,0,63.0,2.8,0,1,0
1,0,0.36,20.0,0.0,0,30.9,2.1,0,1,0
1,0,1.78,26.0,0.0,0,111.4,3.2,0,1,0
1,0,1.4,24.0,0.0,1,15.3,1.5,0,1,0
1,1,4.45,16.0,1.59,0,141.2,11.25,0,0,1
1,0,0.93,0.0,0.0,0,6.8,0.2,0,1,0
1,0,3.59,27.0,0.0,0,13.6,5.3,0,1,0
1,0,4.45,22.0,1.36,0,87.6,5.4,0,0,1
1,1,4.45,16.0,1.56,1,84.7,10.1,0,0,1
1,0,0.64,22.0,0.0,0,17.2,1.4,0,1,0
1,0,0.4,21.0,0.0,0,10.6,2.3,0,1,0
1,1,4.45,17.0,1.67,0,37.1,5.3,0,0,1
1,0,3.08,32.0,0.0,4,66.0,7.3,0,1,0
1,0,1.51,18.0,0.0,3,7.3,1.6,0,1,0
1,0,4.45,13.0,1.7,0,75.7,3.6,0,0,1
0,0,1.11,35.5,0.0,0,78.2,11.25,0,1,0
1,0,0.82,19.0,0.0,0,4.5,0.3,0,1,0
1,1,4.45,17.0,1.64,0,35.7,4.4,0,0,1
1,1,4.45,24.0,0.0,0,87.2,5.8,0,0,0
1,0,1.04,21.0,0.0,0,7.0,1.1,0,1,0
1,1,4.45,15.0,1.49,1,32.6,1.9,0,0,1
1,0,1.67,8.0,0.0,0,4.8,0.3,0,1,0
0,0,0.93,20.0,0.0,0,11.0,0.6,0,1,0
1,1,4.45,10.0,1.28,0,60.1,4.3,0,0,1
1,1,1.19,24.0,0.0,0,11.7,0.8,0,1,0
1,1,4.45,0.0,0.0,0,35.6,2.7,0,0,0
1,0,2.05,32.0,0.0,0,17.5,1.8,0,1,0
1,0,4.45,27.0,0.0,0,141.2,11.0,0,0,0
1,0,2.27,24.0,0.0,0,49.5,2.7,0,1,0
1,0,0.95,0.0,0.0,0,10.2,0.8,0,1,0
1,0,4.45,20.0,1.68,0,36.7,3.1,0,0,1
1,0,1.3,24.0,0.0,0,9.2,0.6,0,1,0
1,0,0.36,17.0,0.0,0,1.9,0.5,0,1,0
1,1,0.33,18.0,0.0,0,12.9,1.2,0,1,0
1,0,4.45,10.0,2.02,0,39.0,4.7,0,0,1
1,0,4.45,29.0,0.55,3,17.8,2.4,0,0,1
1,1,2.08,21.0,0.0,0,48.0,1.6,0,1,0
1,1,4.45,16.0,1.59,0,1.5,0.2,0,0,1
1,0,0.01,2.0,0.0,0,0.0,0.0,0,1,0
0,0,2.22,6.0,0.0,0,12.5,1.1,4,1,0
1,1,4.45,17.0,0.0,0,9.6,3.3,0,0,0
1,0,4.45,26.0,0.55,0,43.2,2.5,0,0,1
0,0,0.0,0.0,0.0,0,0.0,0.0,0,1,0
1,1,1.91,24.0,0.0,0,7.7,0.6,0,1,0
1,1,0.92,20.0,0.0,0,25.6,4.5,0,1,0
0,0,2.75,20.0,0.0,0,21.9,2.7,0,1,0
0,0,1.13,23.0,0.0,0,17.8,0.9,0,1,0
1,0,2.16,26.0,0.0,0,41.8,8.5,0,1,0
1,1,3.26,15.0,0.0,0,46.5,3.9,0,1,0
1,0,2.16,20.0,0.0,0,33.1,1.6,0,1,0
1,0,1.49,19.0,0.0,0,2.0,0.1,0,1,0
1,0,4.44,20.0,1.84,0,25.0,1.5,0,0,1
1,1,2.0,21.0,0.0,1,27.5,2.0,0,1,0
1,0,4.44,20.0,1.56,0,41.6,2.1,2,0,1
1,0,2.97,22.0,0.0,2,23.6,1.9,0,1,0
1,0,1.32,21.0,0.0,1,9.2,0.5,0,1,0
1,0,3.34,19.0,0.0,0,48.5,2.6,0,1,0
1,0,0.07,18.0,0.0,0,0.0,0.0,0,1,0
1,0,4.51,22.0,0.0,0,2.9,0.8,0,1,0
1,1,4.44,29.0,0.61,0,46.5,2.4,0,0,1
1,0,0.38,0.0,0.0,1,3.3,0.4,5,1,0
1,0,4.03,22.0,0.0,0,28.5,3.1,0,1,0
1,1,4.44,26.0,0.48,0,42.3,5.1,0,0,1
1,0,4.44,20.0,1.42,1,6.4,0.4,0,0,1
1,0,1.1,35.5,0.0,0,25.1,1.7,0,1,0
1,0,4.44,27.0,0.0,0,29.3,1.6,0,0,0
1,0,3.12,22.0,0.0,0,35.5,3.2,0,1,0
0,0,1.02,21.0,0.0,0,5.9,0.3,0,1,0
1,0,4.44,21.0,0.28,0,23.0,0.9,0,0,1
1,1,4.44,26.0,0.42,0,124.5,11.25,0,0,1
1,1,4.44,22.0,0.96,1,92.5,9.2,0,0,1
1,0,1.14,24.0,0.0,0,9.2,0.6,0,1,0
1,0,4.44,22.0,0.0,0,26.7,1.8,0,0,0
1,0,1.79,35.5,0.0,0,81.8,11.25,4,1,0
0,0,0.5,14.0,0.0,0,20.1,1.5,0,1,0
1,0,3.5,17.0,0.0,0,29.1,4.3,0,1,0
1,1,4.44,17.0,1.55,0,100.5,7.8,1,0,1
1,1,4.77,11.0,0.22,0,53.9,6.0,0,1,1
1,0,4.44,23.0,1.82,0,45.2,7.1,0,0,1
1,1,4.54,26.0,0.0,0,46.9,3.5,0,1,0
1,1,4.44,20.0,1.61,0,37.9,4.3,0,0,1
1,1,2.05,24.0,0.0,1,8.5,1.0,0,1,0
1,0,1.66,11.0,0.0,0,3.9,0.3,0,1,0
1,0,4.44,20.0,1.71,0,141.2,11.25,0,0,1
1,1,4.44,22.0,0.05,0,42.1,1.6,0,0,1
1,1,4.44,15.0,1.64,0,100.5,8.2,0,0,1
0,0,1.98,19.0,0.0,0,33.0,1.5,0,1,0
0,0,1.02,16.0,0.0,0,75.8,6.6,0,1,0
1,0,2.02,26.0,0.0,0,31.2,2.9,0,1,0
1,0,0.61,13.0,0.0,0,3.6,0.5,0,1,0
0,0,1.32,35.5,0.0,0,36.9,11.25,3,1,0
1,0,1.58,21.0,0.0,0,2.6,0.5,0,1,0
0,0,4.43,7.0,1.52,1,116.4,11.25,0,0,1
1,0,0.58,15.0,0.0,0,10.1,0.4,0,1,0
0,0,2.07,26.0,0.0,0,56.5,4.2,0,1,0
0,0,2.86,24.0,0.0,1,65.5,8.1,0,1,0
0,0,1.52,23.0,0.0,0,7.0,0.7,0,1,0
1,0,0.17,2.0,0.0,0,1.5,0.1,0,1,0
0,0,1.99,24.0,0.0,0,13.3,0.7,0,1,0
1,0,1.13,17.0,0.0,0,31.1,6.8,0,1,0
1,1,4.43,22.0,0.14,0,128.0,11.25,0,0,1
0,0,4.43,13.0,0.0,0,18.8,2.4,6,0,0
1,1,1.98,24.0,0.0,0,15.2,0.6,0,1,0
1,1,4.43,16.0,1.85,0,118.4,5.9,0,0,1
1,0,2.1,21.0,0.0,0,13.9,1.2,0,1,0
1,0,2.05,23.0,0.0,0,14.3,1.5,0,1,0
1,1,2.24,21.0,0.0,0,5.5,0.3,0,1,0
1,0,4.43,35.0,1.48,0,141.2,4.8,0,0,1
1,0,0.54,0.0,0.0,0,19.9,1.1,2,1,0
1,1,1.3,21.0,0.0,0,5.3,0.5,0,1,0
1,1,3.94,19.0,0.0,0,14.1,2.4,0,1,0
1,0,0.75,19.0,0.0,0,0.8,0.1,0,1,0
1,0,2.17,20.0,0.0,1,9.9,1.3,0,1,0
1,0,2.85,22.0,0.0,0,42.6,2.0,0,1,0
1,0,0.24,0.0,0.0,2,0.5,0.0,0,1,0
1,0,0.63,23.0,0.0,0,9.7,0.9,0,1,0
1,1,1.97,25.0,0.0,0,7.3,4.1,0,1,0
1,1,4.43,35.5,0.16,1,141.2,11.25,0,0,1
0,0,1.05,14.0,0.0,1,6.1,0.5,0,1,0
0,0,2.01,32.0,0.0,0,39.8,8.3,0,1,0
0,0,4.43,28.0,0.0,1,70.7,4.4,0,0,0
1,1,0.29,0.0,0.0,0,0.0,0.0,0,1,0
1,1,4.43,12.0,0.43,0,58.9,2.5,0,0,1
0,0,2.53,27.0,0.0,0,44.1,1.5,0,1,0
1,1,4.43,24.0,0.71,0,96.6,8.2,0,0,1
1,1,0.63,20.0,0.0,0,21.4,0.7,0,1,0
1,1,2.9,35.0,0.0,0,86.0,11.25,0,1,0
0,0,0.01,3.0,0.0,0,3.8,0.1,0,1,0
1,1,4.43,15.0,1.25,0,105.2,5.4,0,0,1
0,0,0.34,19.0,0.0,1,13.5,1.7,0,1,0
1,0,2.24,24.0,0.0,0,69.1,5.0,0,1,0
0,0,2.1,25.0,0.0,2,34.7,2.4,0,1,0
1,1,2.0,25.0,0.0,4,64.0,11.25,0,1,0
0,0,4.75,21.0,0.0,0,17.4,2.2,0,1,0
1,0,1.38,20.0,0.0,0,30.9,4.5,0,1,0
1,0,3.52,30.0,0.0,0,25.3,4.0,0,1,0
1,0,4.43,18.0,1.84,0,5.5,0.4,0,0,1
1,0,4.43,21.0,0.38,0,62.4,6.1,0,0,1
1,0,3.63,22.0,0.0,0,33.6,1.7,0,1,0
1,0,0.51,20.0,0.0,0,2.5,0.2,0,1,0
1,0,3.28,11.0,0.0,0,1.6,0.3,3,1,0
0,0,2.23,20.0,0.0,1,35.4,6.1,0,1,0
1,0,3.87,22.0,0.0,0,42.7,4.1,0,1,0
1,0,4.42,20.0,0.9,0,26.9,2.0,0,0,1
1,1,4.42,10.0,1.13,0,83.9,3.7,0,0,1
1,1,4.25,10.0,0.0,0,62.1,3.3,0,1,0
1,0,4.42,35.5,0.0,0,65.0,4.0,0,0,0
1,1,1.0,20.0,0.0,1,22.6,2.2,0,1,0
1,1,4.42,15.0,0.17,5,53.3,5.4,0,0,1
1,0,1.46,16.0,0.0,0,4.5,0.2,0,1,0
1,0,0.62,20.0,0.0,0,0.0,0.0,0,1,0
1,0,0.68,0.0,0.0,0,10.0,1.0,0,1,0
1,0,1.1,16.0,0.0,1,28.6,6.5,0,1,0
1,1,1.24,24.0,0.0,0,16.3,1.1,0,1,0
1,0,0.0,0.0,0.0,0,0.0,0.0,0,1,0
1,0,2.08,35.5,0.0,0,15.5,1.2,0,1,0
1,0,2.08,26.0,0.0,0,4.6,0.3,0,1,0
1,0,1.98,20.0,0.0,2,72.5,5.1,0,1,0
1,0,2.01,24.0,0.0,0,14.3,0.8,0,1,0
0,0,0.65,14.0,0.0,0,10.0,0.6,0,1,0
1,0,4.42,28.0,2.48,0,72.7,5.1,0,0,1
1,1,4.42,15.0,1.42,0,59.0,2.5,0,0,1
1,0,0.32,0.0,0.0,0,1.1,0.1,2,1,0
1,0,4.42,24.0,0.0,0,69.2,5.5,0,0,0
0,0,0.68,0.0,0.0,1,66.4,5.5,2,1,0
1,0,1.61,22.0,0.0,1,21.5,2.1,0,1,0
1,0,2.02,35.5,0.0,5,59.1,3.2,0,1,0
1,0,0.87,23.0,0.0,0,16.1,3.7,0,1,0
1,1,4.42,20.0,1.55,0,129.2,8.9,1,0,1
1,0,2.26,32.0,0.0,0,26.0,0.9,0,1,0
1,1,4.42,16.0,1.56,0,18.5,2.7,0,0,1
1,1,4.42,18.0,1.66,3,141.2,11.25,0,0,1
1,1,4.42,20.0,0.15,3,126.8,11.25,0,0,1
0,0,0.37,5.0,0.0,0,13.8,1.2,0,1,0
1,0,0.14,13.0,0.0,0,0.7,0.0,0,1,0
1,1,4.42,20.0,1.56,0,129.3,11.25,0,0,1
0,0,0.63,23.0,0.0,0,21.7,4.2,0,1,0
0,0,0.02,6.0,0.0,0,1.4,0.5,0,1,0
1,0,1.39,10.0,0.0,2,1.5,0.2,6,1,0
1,1,0.01,0.0,0.0,0,0.0,0.0,0,1,0
1,1,4.42,19.0,1.9,0,30.5,1.5,0,0,1
1,0,4.42,12.0,0.82,2,39.0,2.7,0,0,1
0,0,0.37,35.5,0.0,0,45.6,2.0,0,1,0
1,0,0.24,16.0,0.0,0,20.8,1.5,0,1,0
0,0,1.15,29.0,0.0,0,44.0,7.7,3,1,0
1,0,4.41,19.0,0.0,0,128.5,11.25,0,0,0
1,0,0.63,18.0,0.0,0,3.9,0.5,0,1,0
1,0,4.41,20.0,1.69,0,28.5,0.7,0,0,1
1,0,1.52,24.0,0.0,0,8.1,0.4,0,1,0
1,1,2.05,26.0,0.0,1,21.7,2.7,0,1,0
1,1,4.41,23.0,1.5,0,24.7,1.7,0,0,1
1,0,4.41,21.0,0.39,0,28.5,3.5,0,0,1
1,0,0.82,0.0,0.0,0,26.8,1.0,1,1,0
1,1,4.41,20.0,1.28,0,39.5,2.9,0,0,1
1,0,1.19,35.5,0.0,0,43.6,3.4,0,1,0
1,0,1.11,17.0,0.0,0,36.3,11.25,0,1,0
1,1,4.18,14.0,0.0,1,10.4,1.1,0,1,0
1,0,2.85,10.0,0.0,0,37.3,1.3,0,1,0
0,0,0.69,19.0,0.0,0,12.0,1.1,0,1,0
1,1,4.41,16.0,1.49,0,82.0,7.1,3,0,1
1,0,0.62,23.0,0.0,0,10.9,0.6,0,1,0
1,0,4.28,22.0,0.0,0,31.6,4.3,0,1,0
0,0,2.13,24.0,0.0,0,58.7,5.1,0,1,0
1,0,0.4,22.0,0.0,2,63.0,11.25,0,1,0
1,1,4.41,16.0,1.57,0,141.2,10.9,0,0,1
1,0,1.97,18.0,0.0,0,7.2,0.3,0,1,0
0,0,1.11,17.0,0.0,0,4.4,0.2,0,1,0
1,0,2.04,26.0,0.0,0,24.7,1.8,0,1,0
1,1,0.88,20.0,0.0,0,26.9,1.6,0,1,0
0,0,2.95,35.5,0.0,0,70.1,4.5,0,1,0
1,0,4.41,32.0,0.0,0,98.5,5.5,0,0,0
1,0,4.41,19.0,1.92,0,41.7,1.4,0,0,1
1,0,0.98,14.0,0.0,2,71.1,4.0,0,1,0
0,0,2.07,26.0,0.0,0,55.7,4.9,0,1,0
0,0,0.0,1.0,0.0,0,0.0,0.0,0,1,0
1,0,1.97,10.0,0.0,0,10.6,0.6,0,1,0
1,1,4.35,22.0,0.0,0,0.8,0.0,0,1,0
1,0,1.88,24.0,0.0,1,22.4,0.8,0,1,0
1,1,4.41,10.0,1.27,2,82.2,5.7,0,0,1
0,0,0.64,13.0,0.0,0,18.2,1.7,0,1,0
1,1,1.3,24.0,0.0,0,11.2,1.6,0,1,0
1,0,4.41,28.0,1.49,0,46.3,4.0,0,0,1
1,1,4.41,15.0,1.42,0,23.7,1.3,0,0,1
1,0,3.08,16.0,0.0,0,4.3,0.2,0,1,0
1,1,0.56,13.0,0.0,0,23.2,2.8,0,1,0
1,1,2.32,19.0,0.0,0,3.1,0.9,1,1,0
1,0,2.62,26.0,0.0,0,47.9,2.2,0,1,0
1,1,4.41,22.0,1.76,1,23.8,0.6,0,0,1
0,0,1.07,24.0,0.0,0,6.7,0.6,0,1,0
1,1,4.41,13.0,1.49,0,88.5,7.4,3,0,1
1,1,2.22,27.0,0.0,1,2.6,0.3,0,1,0
1,0,0.22,6.0,0.0,0,29.0,2.5,0,1,0
1,1,3.74,22.0,0.0,0,44.6,3.1,0,1,0
0,0,0.68,33.0,0.0,0,66.9,2.0,2,1,0
0,0,1.6,35.5,0.0,0,141.2,11.25,0,1,0
0,0,0.55,0.0,0.0,0,4.6,0.3,6,1,0
1,0,0.01,0.0,0.0,0,0.0,0.0,0,1,0
1,0,0.01,5.0,0.0,0,0.9,0.0,0,1,0
1,1,4.41,25.0,1.86,0,60.5,3.9,0,0,1
1,0,2.39,25.0,0.0,0,17.1,2.3,0,1,0
0,0,0.02,3.0,0.0,1,3.0,0.5,0,1,0
1,0,1.18,15.0,0.0,0,0.0,0.0,0,1,0
1,0,0.01,3.0,0.0,0,25.2,3.8,0,1,0
0,0,0.83,22.0,0.0,0,6.3,0.5,0,1,0
0,0,0.81,35.5,0.0,0,38.3,1.8,0,1,0
1,0,4.41,12.0,1.76,0,102.8,11.25,1,0,1
1,1,2.27,35.5,0.0,1,48.3,10.1,0,1,0
0,0,2.65,35.5,0.0,6,48.5,2.2,0,1,0
1,0,2.04,26.0,0.0,0,18.3,1.6,0,1,0
1,0,4.04,22.0,0.0,0,17.0,1.5,0,1,0
1,0,4.4,20.0,1.67,0,115.7,6.8,0,0,1
1,0,4.4,20.0,1.63,0,60.9,3.0,0,0,1
1,1,4.4,20.0,1.09,0,49.6,3.7,0,0,1
1,0,4.4,21.0,0.13,1,81.4,3.3,0,0,1
1,0,4.4,8.0,1.43,0,63.4,4.0,0,0,1
0,0,4.13,24.0,0.0,1,5.6,0.1,0,1,0
1,0,2.3,24.0,0.0,0,8.0,0.5,0,1,0
1,0,1.82,26.0,0.0,0,36.3,5.3,0,1,0
1,1,5.26,18.0,1.35,1,36.9,3.0,0,1,1
1,0,4.4,20.0,1.52,0,13.8,0.4,0,0,1
0,0,1.18,24.0,0.0,0,13.5,1.4,0,1,0
1,1,4.4,16.0,0.61,0,75.1,3.1,3,0,1
1,1,4.4,21.0,0.14,0,35.5,6.0,0,0,1
1,0,4.4,21.0,0.42,0,39.8,3.3,0,0,1
1,0,0.42,18.0,0.0,0,5.5,0.4,0,1,0
1,1,4.4,21.0,1.51,0,130.1,11.0,1,0,1
1,0,4.4,16.0,1.53,1,66.5,4.6,1,0,1
1,1,3.7,24.0,0.0,0,141.2,10.2,0,1,0
1,0,0.01,0.0,0.0,0,0.0,0.0,0,1,0
1,1,4.4,20.0,1.59,0,91.2,7.2,0,0,1
1,0,1.78,20.0,0.0,0,23.3,2.4,0,1,0
1,1,4.4,10.0,1.41,0,22.6,1.2,0,0,1
1,1,4.4,17.0,1.59,0,16.6,1.6,0,0,1
1,1,0.43,11.0,0.0,4,14.4,5.5,0,1,0
1,1,4.4,15.0,1.22,0,32.9,2.8,0,0,1
1,0,4.4,22.0,0.62,0,28.9,1.5,0,0,1
1,1,4.4,10.0,1.23,0,9.3,1.4,0,0,1
0,0,0.62,23.0,0.0,0,9.1,1.2,0,1,0
1,0,4.4,21.0,0.5,0,33.6,1.5,0,0,1
1,1,4.4,15.0,1.49,0,94.2,11.0,2,0,1
1,0,2.03,26.0,0.0,3,16.3,1.0,0,1,0
0,0,0.67,33.0,0.0,0,5.1,0.4,0,1,0
1,0,1.96,20.0,0.0,0,23.2,1.9,0,1,0
1,1,4.4,24.0,0.0,1,99.9,10.1,0,0,0
1,0,3.32,22.0,0.0,0,18.3,2.3,0,1,0
0,0,1.97,24.0,0.0,0,0.2,0.1,0,1,0
